State,Population,Dates,New_Cases,Avg_7days,Avg_5days,Per100,Days_100,DeathsDays_5,GrowthRate,New_deaths,Death_7days,DeathPer100,Total_Cases,Deaths
Lower_Saxony,7982448,2020-06-02,22,60,63,151,80,71,0.5,1,2.9,7.4,12065,594
Lower_Saxony,7982448,2020-06-03,49,62,56,152,81,72,0.5,2,2.6,7.5,12114,596
Lower_Saxony,7982448,2020-06-04,68,62,45,153,82,73,0.5,5,2.6,7.5,12182,601
Lower_Saxony,7982448,2020-06-05,95,64,57,154,83,74,0.5,3,2.7,7.6,12277,604
Lower_Saxony,7982448,2020-06-06,122,63,71,155,84,75,0.5,1,1.7,7.6,12399,605
Lower_Saxony,7982448,2020-06-07,67,68,80,156,85,76,0.6,0,1.7,7.6,12466,605
Lower_Saxony,7982448,2020-06-08,43,67,79,157,86,77,0.5,0,1.7,7.6,12509,605
Lower_Saxony,7982448,2020-06-09,92,77,84,158,87,78,0.6,1,1.7,7.6,12601,606
Lower_Saxony,7982448,2020-06-10,25,73,70,158,88,79,0.6,1,1.6,7.6,12626,607
Lower_Saxony,7982448,2020-06-11,101,78,66,159,89,80,0.6,3,1.3,7.6,12727,610
Lower_Saxony,7982448,2020-06-12,50,71,62,160,90,81,0.6,0,0.9,7.6,12777,610
Lower_Saxony,7982448,2020-06-13,45,60,63,161,91,82,0.5,3,1.1,7.7,12822,613
Lower_Saxony,7982448,2020-06-14,52,58,55,161,92,83,0.5,1,1.3,7.7,12874,614
Lower_Saxony,7982448,2020-06-15,35,57,57,162,93,84,0.4,0,1.3,7.7,12909,614
Lower_Saxony,7982448,2020-06-16,41,50,45,162,94,85,0.4,0,1.1,7.7,12950,614
Lower_Saxony,7982448,2020-06-17,18,49,38,162,95,86,0.4,1,1.1,7.7,12968,615
Lower_Saxony,7982448,2020-06-18,95,48,48,164,96,87,0.4,3,1.1,7.7,13063,618
Lower_Saxony,7982448,2020-06-19,34,46,45,164,97,88,0.4,0,1.1,7.7,13097,618
Lower_Saxony,7982448,2020-06-20,39,45,45,165,98,89,0.3,0,0.7,7.7,13136,618
Lower_Saxony,7982448,2020-06-21,0,37,37,165,99,90,0.3,0,0.6,7.7,13136,618
North_Rhine-Westphalia,17932651,2020-03-15,0,0,0,8,1,1,0.0,0,0,0.0,1407,6
North_Rhine-Westphalia,17932651,2020-03-16,134,0,0,9,2,2,0.0,0,0,0.0,1541,6
North_Rhine-Westphalia,17932651,2020-03-17,564,0,0,12,3,3,0.0,0,0,0.0,2105,6
North_Rhine-Westphalia,17932651,2020-03-18,267,0,0,13,4,4,0.0,0,0,0.0,2372,6
North_Rhine-Westphalia,17932651,2020-03-19,661,0,0,17,5,5,0.0,0,0,0.0,3033,6
North_Rhine-Westphalia,17932651,2020-03-20,464,0,418,20,6,6,0.0,0,0,0.0,3497,6
North_Rhine-Westphalia,17932651,2020-03-21,45,305,400,20,7,7,0.0,0,0.0,0.0,3542,6
North_Rhine-Westphalia,17932651,2020-03-22,3,305,288,20,8,8,12.2,22,3.1,0.0,3545,6
North_Rhine-Westphalia,17932651,2020-03-23,2070,582,649,31,9,9,20.7,5,3.9,0.2,5615,28
North_Rhine-Westphalia,17932651,2020-03-24,703,602,657,35,10,10,17.8,10,5.3,0.2,6318,33
North_Rhine-Westphalia,17932651,2020-03-25,879,689,740,40,11,11,17.3,10,6.7,0.2,7197,43
North_Rhine-Westphalia,17932651,2020-03-26,727,699,876,44,12,12,14.9,19,9.4,0.3,7924,53
North_Rhine-Westphalia,17932651,2020-03-27,1311,820,1138,51,13,13,15.2,8,10.6,0.4,9235,72
North_Rhine-Westphalia,17932651,2020-03-28,1472,1024,1018,59,14,14,16.5,18,13.1,0.4,10607,80
North_Rhine-Westphalia,17932651,2020-03-29,793,1136,1036,64,15,15,15.8,3,10.4,0.5,11400,98
North_Rhine-Westphalia,17932651,2020-03-30,778,952,1016,68,16,16,11.4,16,12.0,0.6,12178,101
North_Rhine-Westphalia,17932651,2020-03-31,1047,1001,1080,74,17,17,10.8,17,13.0,0.7,13225,117
North_Rhine-Westphalia,17932651,2020-04-01,1126,1036,1043,80,18,18,10.1,27,15.4,0.7,14351,134
North_Rhine-Westphalia,17932651,2020-04-02,1076,1086,964,86,19,19,9.6,17,15.1,0.9,15427,161
North_Rhine-Westphalia,17932651,2020-04-03,1179,1067,1041,93,20,20,8.6,22,17.1,1.0,16606,178
North_Rhine-Westphalia,17932651,2020-04-04,1279,1040,1141,100,21,21,7.8,45,21.0,1.1,17885,200
North_Rhine-Westphalia,17932651,2020-04-05,850,1048,1102,104,22,22,7.3,10,22.0,1.4,18735,245
North_Rhine-Westphalia,17932651,2020-04-06,649,1029,1007,108,23,23,6.6,27,23.6,1.4,19384,255
North_Rhine-Westphalia,17932651,2020-04-07,836,999,959,113,24,24,6.1,66,30.6,1.6,20200,282
North_Rhine-Westphalia,17932651,2020-04-08,709,940,865,117,25,25,5.4,36,31.9,1.9,20929,348
North_Rhine-Westphalia,17932651,2020-04-09,1032,933,815,122,26,26,5.1,62,38.3,2.1,21961,384
North_Rhine-Westphalia,17932651,2020-04-10,1067,917,859,128,27,27,4.7,26,38.9,2.5,23028,446
North_Rhine-Westphalia,17932651,2020-04-11,616,823,852,132,28,28,4.1,23,35.7,2.6,23644,472
North_Rhine-Westphalia,17932651,2020-04-12,623,790,809,135,29,29,3.7,23,37.6,2.8,24267,495
North_Rhine-Westphalia,17932651,2020-04-13,616,786,791,139,30,30,3.6,23,37.0,2.9,24883,518
North_Rhine-Westphalia,17932651,2020-04-14,417,726,668,141,31,31,3.2,27,31.4,3.0,25300,545
North_Rhine-Westphalia,17932651,2020-04-15,535,701,561,144,32,32,3.0,62,35.1,3.4,25835,607
North_Rhine-Westphalia,17932651,2020-04-16,548,632,548,147,33,33,2.6,56,34.3,3.7,26383,663
North_Rhine-Westphalia,17932651,2020-04-17,647,572,553,151,34,34,2.3,63,39.6,4.0,27030,726
North_Rhine-Westphalia,17932651,2020-04-18,976,623,625,156,35,35,2.5,65,45.6,4.4,28006,791
North_Rhine-Westphalia,17932651,2020-04-19,465,601,634,159,36,36,2.3,23,45.6,4.5,28471,814
North_Rhine-Westphalia,17932651,2020-04-20,500,584,627,162,37,37,2.2,43,48.4,4.8,28971,857
North_Rhine-Westphalia,17932651,2020-04-21,418,584,601,164,38,38,2.2,39,50.1,5.0,29389,896
North_Rhine-Westphalia,17932651,2020-04-22,796,621,631,168,39,39,2.2,68,51.0,5.4,30185,964
North_Rhine-Westphalia,17932651,2020-04-23,669,639,570,171,40,40,2.3,35,48.0,5.6,30854,999
North_Rhine-Westphalia,17932651,2020-04-24,522,621,581,173,41,41,2.1,53,46.6,5.9,31106,1052
North_Rhine-Westphalia,17932651,2020-04-25,359,533,553,175,42,42,1.8,32,41.9,6.0,31465,1084
North_Rhine-Westphalia,17932651,2020-04-26,204,495,510,177,43,43,1.6,12,40.3,6.1,31669,1096
North_Rhine-Westphalia,17932651,2020-04-27,210,454,393,178,44,44,1.5,35,39.1,6.3,31879,1131
North_Rhine-Westphalia,17932651,2020-04-28,305,438,320,180,45,45,1.4,40,39.3,6.5,32184,1171
North_Rhine-Westphalia,17932651,2020-04-29,245,359,265,181,46,46,1.1,29,33.7,6.7,32429,1200
North_Rhine-Westphalia,17932651,2020-04-30,258,300,244,182,47,47,0.9,19,31.4,6.8,32687,1219
North_Rhine-Westphalia,17932651,2020-05-01,371,279,278,184,48,48,0.9,42,29.9,7.0,33058,1261
North_Rhine-Westphalia,17932651,2020-05-02,158,250,267,185,49,49,0.8,7,26.3,7.1,33216,1268
North_Rhine-Westphalia,17932651,2020-05-03,212,251,249,186,50,50,0.8,19,27.3,7.2,33428,1287
North_Rhine-Westphalia,17932651,2020-05-04,132,240,226,187,51,51,0.7,3,22.7,7.2,33560,1290
North_Rhine-Westphalia,17932651,2020-05-05,168,221,208,188,52,52,0.7,42,23.0,7.4,33728,1332
North_Rhine-Westphalia,17932651,2020-05-06,249,221,184,189,53,53,0.7,26,22.6,7.6,33977,1358
North_Rhine-Westphalia,17932651,2020-05-07,272,223,207,191,54,54,0.7,14,21.9,7.7,34249,1372
North_Rhine-Westphalia,17932651,2020-05-08,273,209,219,193,55,55,0.6,25,19.4,7.8,34522,1397
North_Rhine-Westphalia,17932651,2020-05-09,295,229,251,194,56,56,0.7,27,22.3,7.9,34817,1424
North_Rhine-Westphalia,17932651,2020-05-10,147,219,247,195,57,57,0.6,1,19.7,7.9,34964,1425
North_Rhine-Westphalia,17932651,2020-05-11,168,225,231,196,58,58,0.7,12,21.0,8.0,35132,1437
North_Rhine-Westphalia,17932651,2020-05-12,201,229,217,197,59,59,0.7,19,17.7,8.1,35333,1456
North_Rhine-Westphalia,17932651,2020-05-13,222,225,207,198,60,60,0.6,17,16.4,8.2,35555,1473
North_Rhine-Westphalia,17932651,2020-05-14,186,213,185,199,61,61,0.6,10,15.9,8.3,35741,1483
North_Rhine-Westphalia,17932651,2020-05-15,226,206,201,201,62,62,0.6,10,13.7,8.3,35967,1493
North_Rhine-Westphalia,17932651,2020-05-16,98,178,187,201,63,63,0.5,7,10.9,8.4,36065,1500
North_Rhine-Westphalia,17932651,2020-05-17,221,189,191,202,64,64,0.5,5,11.4,8.4,36286,1505
North_Rhine-Westphalia,17932651,2020-05-18,79,176,162,203,65,65,0.5,7,10.7,8.4,36365,1512
North_Rhine-Westphalia,17932651,2020-05-19,120,165,149,203,66,66,0.5,13,9.9,8.5,36485,1525
North_Rhine-Westphalia,17932651,2020-05-20,281,173,160,205,67,67,0.5,12,9.1,8.6,36766,1537
North_Rhine-Westphalia,17932651,2020-05-21,146,167,169,206,68,68,0.5,9,9.0,8.6,36912,1546
North_Rhine-Westphalia,17932651,2020-05-22,98,149,145,206,69,69,0.4,1,7.7,8.6,37010,1547
North_Rhine-Westphalia,17932651,2020-05-23,129,153,155,207,70,70,0.4,8,7.9,8.7,37139,1555
North_Rhine-Westphalia,17932651,2020-05-24,84,134,148,208,71,71,0.4,8,8.3,8.7,37223,1563
North_Rhine-Westphalia,17932651,2020-05-25,75,133,106,208,72,72,0.4,2,7.6,8.7,37298,1565
North_Rhine-Westphalia,17932651,2020-05-26,97,130,97,209,73,73,0.4,6,6.6,8.8,37395,1571
North_Rhine-Westphalia,17932651,2020-05-27,146,111,106,209,74,74,0.3,6,5.7,8.8,37541,1577
North_Rhine-Westphalia,17932651,2020-05-28,157,112,112,210,75,75,0.3,5,5.1,8.8,37698,1582
North_Rhine-Westphalia,17932651,2020-05-29,105,113,116,211,76,76,0.3,6,5.9,8.9,37803,1588
North_Rhine-Westphalia,17932651,2020-05-30,107,110,122,211,77,77,0.3,7,5.7,8.9,37910,1595
North_Rhine-Westphalia,17932651,2020-05-31,90,111,121,212,78,78,0.3,2,4.9,8.9,38000,1597
North_Rhine-Westphalia,17932651,2020-06-01,46,107,101,212,79,79,0.3,1,4.7,8.9,38046,1598
North_Rhine-Westphalia,17932651,2020-06-02,54,101,80,212,80,80,0.3,1,4.0,8.9,38100,1599
North_Rhine-Westphalia,17932651,2020-06-03,85,92,76,213,81,81,0.2,8,4.3,9.0,38185,1607
North_Rhine-Westphalia,17932651,2020-06-04,112,86,77,214,82,82,0.2,4,4.1,9.0,38297,1611
North_Rhine-Westphalia,17932651,2020-06-05,142,91,88,214,83,83,0.2,6,4.1,9.0,38439,1617
North_Rhine-Westphalia,17932651,2020-06-06,85,88,96,215,84,84,0.2,5,3.9,9.0,38524,1622
North_Rhine-Westphalia,17932651,2020-06-07,92,88,103,215,85,85,0.2,1,3.7,9.1,38616,1623
North_Rhine-Westphalia,17932651,2020-06-08,44,88,95,216,86,86,0.2,0,3.6,9.1,38660,1623
North_Rhine-Westphalia,17932651,2020-06-09,83,92,89,216,87,87,0.2,12,5.1,9.1,38743,1635
North_Rhine-Westphalia,17932651,2020-06-10,102,94,81,217,88,88,0.2,1,4.1,9.1,38845,1636
North_Rhine-Westphalia,17932651,2020-06-11,138,98,92,217,89,89,0.3,5,4.3,9.2,38983,1641
North_Rhine-Westphalia,17932651,2020-06-12,77,89,89,218,90,90,0.2,2,3.7,9.2,39060,1643
North_Rhine-Westphalia,17932651,2020-06-13,77,88,95,218,91,91,0.2,0,3.0,9.2,39137,1643
North_Rhine-Westphalia,17932651,2020-06-14,96,88,98,219,92,92,0.2,2,3.1,9.2,39233,1645
North_Rhine-Westphalia,17932651,2020-06-15,74,92,92,219,93,93,0.2,1,3.3,9.2,39307,1646
North_Rhine-Westphalia,17932651,2020-06-16,108,96,86,220,94,94,0.2,2,1.9,9.2,39415,1648
North_Rhine-Westphalia,17932651,2020-06-17,158,104,103,221,95,95,0.3,7,2.7,9.2,39573,1655
North_Rhine-Westphalia,17932651,2020-06-18,204,113,128,222,96,96,0.3,3,2.4,9.2,39777,1658
North_Rhine-Westphalia,17932651,2020-06-19,379,157,185,224,97,97,0.4,2,2.4,9.3,40156,1660
North_Rhine-Westphalia,17932651,2020-06-20,216,176,213,225,98,98,0.4,3,2.9,9.3,40372,1663
North_Rhine-Westphalia,17932651,2020-06-21,549,241,301,228,99,99,0.6,0,2.6,9.3,40921,1663
Rhineland-Palatinate,4084844,2020-03-15,0,0,0,4,1,0,0.0,0,0,0.0,168,0
Rhineland-Palatinate,4084844,2020-03-16,157,0,0,8,2,0,0.0,0,0,0.0,325,0
Rhineland-Palatinate,4084844,2020-03-17,117,0,0,11,3,0,0.0,0,0,0.0,442,0
Rhineland-Palatinate,4084844,2020-03-18,32,0,0,12,4,0,0.0,0,0,0.0,474,0
Rhineland-Palatinate,4084844,2020-03-19,163,0,0,16,5,0,0.0,0,0,0.0,637,0
Rhineland-Palatinate,4084844,2020-03-20,164,0,127,20,6,0,0.0,1,0,0.0,801,1
Rhineland-Palatinate,4084844,2020-03-21,137,110,123,23,7,0,0.0,0,0.1,0.0,938,1
Rhineland-Palatinate,4084844,2020-03-22,115,126,122,26,8,0,23.4,1,0.3,0.0,1053,2
Rhineland-Palatinate,4084844,2020-03-23,124,122,141,29,9,0,18.2,0,0.3,0.0,1177,2
Rhineland-Palatinate,4084844,2020-03-24,193,133,147,34,10,1,16.8,3,0.7,0.1,1370,5
Rhineland-Palatinate,4084844,2020-03-25,221,160,158,39,11,2,17.3,0,0.7,0.1,1591,5
Rhineland-Palatinate,4084844,2020-03-26,225,168,176,44,12,3,15.6,1,0.9,0.1,1816,6
Rhineland-Palatinate,4084844,2020-03-27,155,167,184,48,13,4,13.4,2,1.0,0.2,1971,8
Rhineland-Palatinate,4084844,2020-03-28,241,182,207,54,14,5,12.8,3,1.4,0.3,2212,11
Rhineland-Palatinate,4084844,2020-03-29,184,192,205,59,15,6,12.0,1,1.4,0.3,2396,12
Rhineland-Palatinate,4084844,2020-03-30,188,201,199,63,16,7,11.2,6,2.3,0.4,2584,18
Rhineland-Palatinate,4084844,2020-03-31,142,194,182,67,17,8,9.7,1,2.0,0.5,2726,19
Rhineland-Palatinate,4084844,2020-04-01,173,187,186,71,18,9,8.6,4,2.6,0.6,2899,23
Rhineland-Palatinate,4084844,2020-04-02,233,188,184,77,19,10,7.9,3,2.9,0.6,3132,26
Rhineland-Palatinate,4084844,2020-04-03,230,199,193,82,20,11,7.8,0,2.6,0.6,3362,26
Rhineland-Palatinate,4084844,2020-04-04,142,185,184,86,21,12,6.7,3,2.6,0.7,3504,29
Rhineland-Palatinate,4084844,2020-04-05,159,181,187,90,22,13,6.1,3,2.9,0.8,3663,32
Rhineland-Palatinate,4084844,2020-04-06,219,185,197,95,23,14,5.9,0,2.0,0.8,3882,32
Rhineland-Palatinate,4084844,2020-04-07,110,181,172,98,24,15,5.5,2,2.1,0.8,3992,34
Rhineland-Palatinate,4084844,2020-04-08,156,178,157,102,25,16,5.1,11,3.1,1.1,4148,45
Rhineland-Palatinate,4084844,2020-04-09,188,172,166,106,26,17,4.7,5,3.4,1.2,4336,50
Rhineland-Palatinate,4084844,2020-04-10,104,154,155,109,27,18,4.0,1,3.6,1.2,4440,51
Rhineland-Palatinate,4084844,2020-04-11,182,160,148,113,28,19,4.0,8,4.3,1.4,4622,59
Rhineland-Palatinate,4084844,2020-04-12,112,153,148,116,29,20,3.7,5,4.6,1.6,4734,64
Rhineland-Palatinate,4084844,2020-04-13,76,133,132,118,30,21,3.1,4,5.1,1.7,4810,68
Rhineland-Palatinate,4084844,2020-04-14,70,127,109,119,31,22,2.9,2,5.1,1.7,4880,70
Rhineland-Palatinate,4084844,2020-04-15,124,122,113,123,32,23,2.7,7,4.6,1.9,5004,77
Rhineland-Palatinate,4084844,2020-04-16,83,107,93,125,33,24,2.3,10,5.3,2.1,5087,87
Rhineland-Palatinate,4084844,2020-04-17,124,110,95,128,34,25,2.3,5,5.9,2.3,5211,92
Rhineland-Palatinate,4084844,2020-04-18,113,100,103,130,35,26,2.0,7,5.7,2.4,5324,99
Rhineland-Palatinate,4084844,2020-04-19,108,100,110,133,36,27,2.0,7,6.0,2.6,5432,106
Rhineland-Palatinate,4084844,2020-04-20,91,102,104,135,37,28,2.0,1,5.6,2.6,5523,107
Rhineland-Palatinate,4084844,2020-04-21,38,97,95,136,38,29,1.9,9,6.6,2.8,5561,116
Rhineland-Palatinate,4084844,2020-04-22,32,84,76,137,39,30,1.6,6,6.4,3.0,5593,122
Rhineland-Palatinate,4084844,2020-04-23,50,79,64,138,40,31,1.5,9,6.3,3.2,5643,131
Rhineland-Palatinate,4084844,2020-04-24,88,74,60,140,41,32,1.4,5,6.3,3.3,5731,136
Rhineland-Palatinate,4084844,2020-04-25,36,63,49,141,42,33,1.1,2,5.6,3.4,5767,138
Rhineland-Palatinate,4084844,2020-04-26,68,58,55,143,43,34,1.0,9,5.9,3.6,5835,147
Rhineland-Palatinate,4084844,2020-04-27,44,51,57,144,44,35,0.9,5,6.4,3.7,5879,152
Rhineland-Palatinate,4084844,2020-04-28,49,52,57,145,45,36,0.9,5,5.9,3.8,5928,157
Rhineland-Palatinate,4084844,2020-04-29,54,56,50,146,46,37,1.0,4,5.6,3.9,5982,161
Rhineland-Palatinate,4084844,2020-04-30,47,55,52,148,47,38,0.9,5,5.0,4.1,6029,166
Rhineland-Palatinate,4084844,2020-05-01,57,51,50,149,48,39,0.9,6,5.1,4.2,6086,172
Rhineland-Palatinate,4084844,2020-05-02,13,47,44,149,49,40,0.8,1,5.0,4.2,6099,173
Rhineland-Palatinate,4084844,2020-05-03,34,43,41,150,50,41,0.7,3,4.1,4.3,6133,176
Rhineland-Palatinate,4084844,2020-05-04,17,39,34,151,51,42,0.6,1,3.6,4.3,6150,177
Rhineland-Palatinate,4084844,2020-05-05,10,33,26,151,52,43,0.5,5,3.6,4.5,6160,182
Rhineland-Palatinate,4084844,2020-05-06,31,30,21,152,53,44,0.5,5,3.7,4.6,6191,187
Rhineland-Palatinate,4084844,2020-05-07,22,26,23,152,54,45,0.4,2,3.3,4.6,6213,189
Rhineland-Palatinate,4084844,2020-05-08,28,22,22,153,55,46,0.4,3,2.9,4.7,6241,192
Rhineland-Palatinate,4084844,2020-05-09,41,26,26,154,56,47,0.4,3,3.1,4.8,6282,195
Rhineland-Palatinate,4084844,2020-05-10,9,23,26,154,57,48,0.4,0,2.7,4.8,6291,195
Rhineland-Palatinate,4084844,2020-05-11,22,23,24,155,58,49,0.4,0,2.6,4.8,6313,195
Rhineland-Palatinate,4084844,2020-05-12,42,28,28,156,59,50,0.4,11,3.4,5.0,6355,206
Rhineland-Palatinate,4084844,2020-05-13,5,24,24,156,60,51,0.4,1,2.9,5.1,6360,207
Rhineland-Palatinate,4084844,2020-05-14,22,24,20,156,61,52,0.4,5,3.3,5.2,6382,212
Rhineland-Palatinate,4084844,2020-05-15,31,25,24,157,62,53,0.4,1,3.0,5.2,6413,213
Rhineland-Palatinate,4084844,2020-05-16,36,24,27,158,63,54,0.4,3,3.0,5.3,6449,216
Rhineland-Palatinate,4084844,2020-05-17,0,23,19,158,64,55,0.4,0,3.0,5.3,6449,216
Rhineland-Palatinate,4084844,2020-05-18,41,25,26,159,65,56,0.4,1,3.1,5.3,6490,217
Rhineland-Palatinate,4084844,2020-05-19,30,24,28,160,66,57,0.4,5,2.3,5.4,6520,222
Rhineland-Palatinate,4084844,2020-05-20,9,24,23,160,67,58,0.4,0,2.1,5.4,6529,222
Rhineland-Palatinate,4084844,2020-05-21,26,25,21,160,68,59,0.4,2,1.7,5.5,6555,224
Rhineland-Palatinate,4084844,2020-05-22,11,22,23,161,69,60,0.3,0,1.6,5.5,6566,224
Rhineland-Palatinate,4084844,2020-05-23,16,19,18,161,70,61,0.3,2,1.4,5.5,6582,226
Rhineland-Palatinate,4084844,2020-05-24,8,20,14,161,71,62,0.3,1,1.6,5.6,6590,227
Rhineland-Palatinate,4084844,2020-05-25,6,15,13,161,72,63,0.2,1,1.6,5.6,6596,228
Rhineland-Palatinate,4084844,2020-05-26,4,11,9,162,73,64,0.2,0,0.9,5.6,6600,228
Rhineland-Palatinate,4084844,2020-05-27,11,12,9,162,74,65,0.2,1,1.0,5.6,6611,229
Rhineland-Palatinate,4084844,2020-05-28,41,14,14,163,75,66,0.2,1,0.9,5.6,6652,230
Rhineland-Palatinate,4084844,2020-05-29,21,15,17,163,76,67,0.2,0,0.9,5.6,6673,230
Rhineland-Palatinate,4084844,2020-05-30,22,16,20,164,77,68,0.2,0,0.6,5.6,6695,230
Rhineland-Palatinate,4084844,2020-05-31,-1,15,19,164,78,69,0.2,0,0.4,5.6,6694,230
Rhineland-Palatinate,4084844,2020-06-01,9,15,18,164,79,70,0.2,0,0.3,5.6,6703,230
Rhineland-Palatinate,4084844,2020-06-02,1,15,10,164,80,71,0.2,0,0.3,5.6,6704,230
Rhineland-Palatinate,4084844,2020-06-03,8,14,8,164,81,72,0.2,0,0.1,5.6,6712,230
Rhineland-Palatinate,4084844,2020-06-04,7,10,5,164,82,73,0.1,0,0.0,5.6,6719,230
Rhineland-Palatinate,4084844,2020-06-05,13,8,8,165,83,74,0.1,0,0.0,5.6,6732,230
Rhineland-Palatinate,4084844,2020-06-06,29,9,12,166,84,75,0.1,0,0.0,5.6,6761,230
Rhineland-Palatinate,4084844,2020-06-07,14,12,14,166,85,76,0.2,0,0.0,5.6,6775,230
Rhineland-Palatinate,4084844,2020-06-08,6,11,14,166,86,77,0.2,0,0.0,5.6,6781,230
Rhineland-Palatinate,4084844,2020-06-09,6,12,14,166,87,78,0.2,0,0.0,5.6,6787,230
Rhineland-Palatinate,4084844,2020-06-10,23,14,16,167,88,79,0.2,1,0.1,5.7,6810,231
Rhineland-Palatinate,4084844,2020-06-11,17,15,13,167,89,80,0.2,0,0.1,5.7,6827,231
Rhineland-Palatinate,4084844,2020-06-12,0,14,10,167,90,81,0.2,0,0.1,5.7,6827,231
Rhineland-Palatinate,4084844,2020-06-13,11,11,11,167,91,82,0.2,0,0.1,5.7,6838,231
Rhineland-Palatinate,4084844,2020-06-14,2,9,11,167,92,83,0.1,0,0.1,5.7,6840,231
Rhineland-Palatinate,4084844,2020-06-15,1,9,6,167,93,84,0.1,0,0.1,5.7,6841,231
Rhineland-Palatinate,4084844,2020-06-16,5,8,4,168,94,85,0.1,0,0.1,5.7,6846,231
Rhineland-Palatinate,4084844,2020-06-17,10,7,6,168,95,86,0.1,2,0.3,5.7,6856,233
Rhineland-Palatinate,4084844,2020-06-18,18,7,7,168,96,87,0.1,1,0.4,5.7,6874,234
Rhineland-Palatinate,4084844,2020-06-19,9,8,9,169,97,88,0.1,0,0.4,5.7,6883,234
Rhineland-Palatinate,4084844,2020-06-20,20,9,12,169,98,89,0.1,0,0.4,5.7,6903,234
Rhineland-Palatinate,4084844,2020-06-21,4,10,12,169,99,90,0.1,0,0.4,5.7,6907,234
Saarland,990509,2020-03-15,0,0,0,3,0,0,0.0,0.0,0,0.0,32,0
Saarland,990509,2020-03-16,0,0,0,3,0,0,0.0,0,0,0.0,32,0
Saarland,990509,2020-03-17,43,0,0,8,0,0,0.0,0,0,0.0,75,0
Saarland,990509,2020-03-18,13,0,0,9,0,0,0.0,0,0,0.0,88,0
Saarland,990509,2020-03-19,11,0,13,10,0,0,0.0,0,0,0.0,99,0
Saarland,990509,2020-03-20,47,0,23,15,1,0,0.0,0,0,0.0,146,0
Saarland,990509,2020-03-21,41,22,31,19,2,0,0.0,0,0.0,0.0,187,0
Saarland,990509,2020-03-22,0,22,22,19,3,0,23.5,0,0.0,0.0,187,0
Saarland,990509,2020-03-23,13,24,22,20,4,0,20.6,0,0.0,0.0,200,0
Saarland,990509,2020-03-24,137,37,48,34,5,0,26.7,1,0.1,0.1,337,1
Saarland,990509,2020-03-25,66,45,51,41,6,0,25.3,1,0.3,0.2,403,2
Saarland,990509,2020-03-26,30,48,49,44,7,0,21.4,0,0.3,0.2,433,2
Saarland,990509,2020-03-27,72,51,64,51,8,0,19.0,0,0.3,0.2,505,2
Saarland,990509,2020-03-28,45,52,70,56,9,0,16.1,0,0.3,0.2,550,2
Saarland,990509,2020-03-29,10,53,45,57,10,0,14.3,0,0.3,0.2,560,2
Saarland,990509,2020-03-30,146,72,61,71,11,1,16.9,5,1.0,0.7,706,7
Saarland,990509,2020-03-31,76,64,70,79,12,2,12.7,0,0.9,0.7,782,7
Saarland,990509,2020-04-01,47,61,65,84,13,3,10.8,1,0.9,0.8,829,8
Saarland,990509,2020-04-02,191,84,94,103,14,4,13.4,3,1.3,1.1,1020,11
Saarland,990509,2020-04-03,59,82,104,109,15,5,11.6,1,1.4,1.2,1079,12
Saarland,990509,2020-04-04,255,112,126,128,16,6,14.2,2,1.7,1.4,1265,14
Saarland,990509,2020-04-05,93,124,129,137,17,7,13.9,0,1.7,1.4,1358,14
Saarland,990509,2020-04-06,125,121,145,150,18,8,12.0,0,1.0,1.4,1483,14
Saarland,990509,2020-04-07,49,117,116,155,19,9,10.5,2,1.3,1.6,1532,16
Saarland,990509,2020-04-08,105,125,125,165,20,10,10.2,7,2.1,2.3,1637,23
Saarland,990509,2020-04-09,56,106,86,171,21,11,7.9,0,1.7,2.3,1693,23
Saarland,990509,2020-04-10,161,121,99,187,22,12,8.4,13,3.4,3.6,1854,36
Saarland,990509,2020-04-11,162,107,107,204,23,13,6.9,5,3.9,4.1,2016,41
Saarland,990509,2020-04-12,42,100,105,208,24,14,6.0,2,4.1,4.3,2058,43
Saarland,990509,2020-04-13,21,85,88,210,25,15,4.9,1,4.3,4.4,2079,44
Saarland,990509,2020-04-14,33,83,84,213,26,16,4.5,8,5.1,5.2,2112,52
Saarland,990509,2020-04-15,33,73,58,217,27,17,3.8,6,5.0,5.9,2145,58
Saarland,990509,2020-04-16,56,73,37,222,28,18,3.6,13,6.9,7.2,2201,71
Saarland,990509,2020-04-17,53,57,39,228,29,19,2.8,5,5.7,7.7,2254,76
Saarland,990509,2020-04-18,35,39,42,231,30,20,1.8,10,6.4,8.7,2289,86
Saarland,990509,2020-04-19,14,35,38,233,31,21,1.6,5,6.9,9.2,2303,91
Saarland,990509,2020-04-20,11,34,34,234,32,22,1.5,0,6.7,9.2,2314,91
Saarland,990509,2020-04-21,14,31,25,235,33,23,1.4,2,5.9,9.4,2328,93
Saarland,990509,2020-04-22,39,32,23,239,34,24,1.4,4,5.6,9.8,2367,97
Saarland,990509,2020-04-23,28,28,21,242,35,25,1.2,2,4.0,10.0,2395,99
Saarland,990509,2020-04-24,50,27,28,247,36,26,1.2,6,4.1,10.6,2445,105
Saarland,990509,2020-04-25,23,26,31,249,37,27,1.1,2,3.0,10.8,2468,107
Saarland,990509,2020-04-26,14,26,31,251,38,28,1.1,0,2.3,10.8,2482,107
Saarland,990509,2020-04-27,21,27,27,253,39,29,1.1,14,4.3,12.2,2503,121
Saarland,990509,2020-04-28,6,26,23,253,40,30,1.1,2,4.3,12.4,2509,123
