State,Population,Dates,New_Cases,Avg_7days,Avg_5days,Per100,Days_100,DeathsDays_5,GrowthRate,New_deaths,Death_7days,DeathPer100,Total_Cases,Deaths
Brandenburg,2511917,2020-04-25,91,66.6,77.8,105,38,24,2.9,7,5.0,3.9,2627,97
Brandenburg,2511917,2020-04-26,67,67.6,83.8,107,39,25,2.8,3,4.9,4.0,2694,100
Brandenburg,2511917,2020-04-27,27,69.0,66.4,108,40,26,2.8,0,4.9,4.0,2721,100
Brandenburg,2511917,2020-04-28,26,67.4,60,109,41,27,2.7,6,5.6,4.2,2747,106
Brandenburg,2511917,2020-04-29,21,54.1,46.4,110,42,28,2.1,3,5.0,4.3,2768,109
Brandenburg,2511917,2020-04-30,63,54.9,40.8,113,43,29,2.1,4,4.1,4.5,2831,113
Brandenburg,2511917,2020-05-01,41,48.0,35.6,114,44,30,1.8,7,4.3,4.8,2872,120
Brandenburg,2511917,2020-05-02,14,37.0,33,115,45,31,1.3,2,3.6,4.9,2886,122
Brandenburg,2511917,2020-05-03,19,30.1,31.6,116,46,32,1.1,0,3.1,4.9,2905,122
Brandenburg,2511917,2020-05-04,9,27.6,29.2,116,47,33,1.0,0,3.1,4.9,2914,122
Brandenburg,2511917,2020-05-05,26,27.6,21.8,117,48,34,1.0,1,2.4,4.9,2940,123
Brandenburg,2511917,2020-05-06,29,28.7,19.4,118,49,35,1.0,4,2.6,5.1,2969,127
Brandenburg,2511917,2020-05-07,30,24.0,22.6,119,50,36,0.8,2,2.3,5.1,2999,129
Brandenburg,2511917,2020-05-08,38,23.6,26.4,121,51,37,0.8,2,1.6,5.2,3037,131
Brandenburg,2511917,2020-05-09,61,30,37,123,52,38,1.0,2,1.6,5.3,3098,133
Brandenburg,2511917,2020-05-10,3,28,32,123,53,39,0.9,1,1.7,5.3,3101,134
Brandenburg,2511917,2020-05-11,5,27,27,124,54,40,0.9,0,1.7,5.3,3106,134
Brandenburg,2511917,2020-05-12,5,24,22,124,55,41,0.8,2,1.9,5.4,3111,136
Brandenburg,2511917,2020-05-13,14,22,18,124,56,42,0.7,1,1.4,5.5,3125,137
Brandenburg,2511917,2020-05-14,10,19,7,125,57,43,0.6,1,1.3,5.5,3135,138
Brandenburg,2511917,2020-05-15,23,17,11,126,58,44,0.6,10,2.4,5.9,3158,148
Brandenburg,2511917,2020-05-16,11,10,13,126,59,45,0.3,1,2.3,5.9,3169,149
Brandenburg,2511917,2020-05-17,2,10,12,126,60,46,0.3,0,2.1,5.9,3171,149
Brandenburg,2511917,2020-05-18,1,9,9,126,61,47,0.3,0,2.1,5.9,3172,149
Brandenburg,2511917,2020-05-19,13,11,10,127,62,48,0.3,1,2.0,6.0,3185,150
Brandenburg,2511917,2020-05-20,8,10,7,127,63,49,0.3,1,2.0,6.0,3193,151
Brandenburg,2511917,2020-05-21,12,10,7,128,64,50,0.3,0,1.9,6.0,3205,151
Brandenburg,2511917,2020-05-22,6,8,8,128,65,51,0.2,1,0.6,6.1,3211,152
Brandenburg,2511917,2020-05-23,2,6,8,128,66,52,0.2,2,0.7,6.1,3213,154
Brandenburg,2511917,2020-05-24,1,6,6,128,67,53,0.2,0,0.7,6.1,3214,154
Brandenburg,2511917,2020-05-25,0,6,4,128,68,54,0.2,0,0.7,6.1,3214,154
Brandenburg,2511917,2020-05-26,22,7,6,129,69,55,0.2,0,0.6,6.1,3236,154
Brandenburg,2511917,2020-05-27,10,8,7,129,70,56,0.2,0,0.4,6.1,3246,154
Brandenburg,2511917,2020-05-28,15,8,10,130,71,57,0.2,1,0.6,6.2,3261,155
Brandenburg,2511917,2020-05-29,10,9,11,130,72,58,0.3,0,0.4,6.2,3271,155
Brandenburg,2511917,2020-05-30,-5,8,10,130,73,59,0.2,0,0.1,6.2,3266,155
Brandenburg,2511917,2020-05-31,5,8,7,130,74,60,0.3,0,0.1,6.2,3271,155
Brandenburg,2511917,2020-06-01,2,8,5,130,75,61,0.3,0,0.1,6.2,3273,155
Brandenburg,2511917,2020-06-02,1,5,3,130,76,62,0.2,0,0.1,6.2,3274,155
Brandenburg,2511917,2020-06-03,-1,4,0,130,77,63,0.1,1,0.3,6.2,3273,156
Brandenburg,2511917,2020-06-04,7,3,3,131,78,64,0.1,0,0.1,6.2,3280,156
Brandenburg,2511917,2020-06-05,8,2,3,131,79,65,0.1,0,0.1,6.2,3288,156
Brandenburg,2511917,2020-06-06,6,4,4,131,80,66,0.1,2,0.4,6.3,3294,158
Brandenburg,2511917,2020-06-07,3,4,5,131,81,67,0.1,0,0.4,6.3,3297,158
Brandenburg,2511917,2020-06-08,7,4,6,132,82,68,0.1,2,0.7,6.4,3304,160
Brandenburg,2511917,2020-06-09,-2,4,4,131,83,69,0.1,0,0.7,6.4,3302,160
Brandenburg,2511917,2020-06-10,7,5,4,132,84,70,0.2,0,0.6,6.4,3309,160
Brandenburg,2511917,2020-06-11,43,10,12,133,85,71,0.3,1,0.7,6.4,3352,161
Brandenburg,2511917,2020-06-12,-46,3,2,132,86,72,0.1,0,0.7,6.4,3306,161
Brandenburg,2511917,2020-06-13,20,5,4,132,87,73,0.1,2,0.7,6.5,3326,163
Brandenburg,2511917,2020-06-14,0,4,5,132,88,74,0.1,0,0.7,6.5,3326,163
Brandenburg,2511917,2020-06-15,3,4,4,133,89,75,0.1,0,0.4,6.5,3329,163
Brandenburg,2511917,2020-06-16,5,5,-4,133,90,76,0.1,0,0.4,6.5,3334,163
Brandenburg,2511917,2020-06-17,28,8,11,134,91,77,0.2,0,0.4,6.5,3362,163
Brandenburg,2511917,2020-06-18,3,2,8,134,92,78,0.1,0,0.3,6.5,3365,163
Brandenburg,2511917,2020-06-19,9,10,10,134,93,79,0.3,0,0.3,6.5,3374,163
Brandenburg,2511917,2020-06-20,9,8,11,135,94,80,0.2,0,0.0,6.5,3383,163
Brandenburg,2511917,2020-06-21,5,9,11,135,95,81,0.3,0,0.0,6.5,3388,163
Macklenburg-WPomerania,1609675,2020-03-15,0,0,0,2,0,0,0.0,0,0,0.0,36,0
Macklenburg-WPomerania,1609675,2020-03-16,0,0,0,2,0,0,0.0,0,0,0.0,36,0
Macklenburg-WPomerania,1609675,2020-03-17,9,0,0,3,0,0,0.0,0,0,0.0,45,0
Macklenburg-WPomerania,1609675,2020-03-18,11,0,0,4,0,0,0.0,0,0,0.0,56,0
Macklenburg-WPomerania,1609675,2020-03-19,42,0,12.4,6,0,0,0.0,0,0,0.0,98,0
Macklenburg-WPomerania,1609675,2020-03-20,33,0,19,8,1,0,0.0,0,0,0.0,131,0
Macklenburg-WPomerania,1609675,2020-03-21,34,18.4,25.8,10,2,0,0.0,0,0.0,0.0,165,0
Macklenburg-WPomerania,1609675,2020-03-22,7,19.4,25.4,11,3,0,24.0,0,0.0,0.0,172,0
Macklenburg-WPomerania,1609675,2020-03-23,0,19.4,23.2,11,4,0,19.3,0,0.0,0.0,172,0
Macklenburg-WPomerania,1609675,2020-03-24,27,22.0,20.2,12,5,0,18.4,0,0.0,0.0,199,0
Macklenburg-WPomerania,1609675,2020-03-25,19,23.1,17.4,14,6,0,16.3,0,0.0,0.0,218,0
Macklenburg-WPomerania,1609675,2020-03-26,26,20.9,15.8,15,7,0,12.6,0,0.0,0.0,244,0
Macklenburg-WPomerania,1609675,2020-03-27,15,18.3,17.4,16,8,0,9.8,0,0.0,0.0,259,0
Macklenburg-WPomerania,1609675,2020-03-28,49,20.4,27.2,19,9,0,10.0,0,0.0,0.0,308,0
Macklenburg-WPomerania,1609675,2020-03-29,40,25.1,29.8,22,10,0,11.2,1,0.1,0.1,348,1
Macklenburg-WPomerania,1609675,2020-03-30,8,26.3,27.6,22,11,0,10.5,0,0.1,0.1,356,1
Macklenburg-WPomerania,1609675,2020-03-31,10,23.9,24.4,23,12,0,8.6,0,0.1,0.1,366,1
Macklenburg-WPomerania,1609675,2020-04-01,40,26.9,29.4,25,13,0,9.0,2,0.4,0.2,406,3
Macklenburg-WPomerania,1609675,2020-04-02,32,27.7,26,27,14,0,8.5,0,0.4,0.2,438,3
Macklenburg-WPomerania,1609675,2020-04-03,30,29.9,24,29,15,0,8.4,1,0.6,0.2,468,4
Macklenburg-WPomerania,1609675,2020-04-04,33,27.6,29,31,16,1,7.2,1,0.7,0.3,501,5
Macklenburg-WPomerania,1609675,2020-04-05,22,25.0,31.4,32,17,2,6.1,0,0.6,0.3,523,5
Macklenburg-WPomerania,1609675,2020-04-06,5,24.6,24.4,33,18,3,5.6,1,0.7,0.4,528,6
Macklenburg-WPomerania,1609675,2020-04-07,3,23.6,18.6,33,19,4,5.1,2,1.0,0.5,531,8
Macklenburg-WPomerania,1609675,2020-04-08,24,21.3,17.4,34,20,5,4.4,3,1.1,0.7,555,11
Macklenburg-WPomerania,1609675,2020-04-09,17,19.1,14.2,36,21,6,3.8,0,1.1,0.7,572,11
Macklenburg-WPomerania,1609675,2020-04-10,14,16.9,12.6,36,22,7,3.2,0,1.0,0.7,586,11
Macklenburg-WPomerania,1609675,2020-04-11,15,14.3,14.6,37,23,8,2.6,0,0.9,0.7,601,11
Macklenburg-WPomerania,1609675,2020-04-12,4,11.7,14.8,38,24,9,2.1,0,0.9,0.7,605,11
Macklenburg-WPomerania,1609675,2020-04-13,13,12.9,12.6,38,25,10,2.3,0,0.7,0.7,618,11
Macklenburg-WPomerania,1609675,2020-04-14,1,12.6,9.4,38,26,11,2.2,0,0.4,0.7,619,11
Macklenburg-WPomerania,1609675,2020-04-15,5,9.9,7.6,39,27,12,1.7,0,0.0,0.7,624,11
Macklenburg-WPomerania,1609675,2020-04-16,10,8.9,6.6,39,28,13,1.5,2,0.3,0.8,634,13
Macklenburg-WPomerania,1609675,2020-04-17,0,6.9,5.8,39,29,14,1.1,0,0.3,0.8,634,13
Macklenburg-WPomerania,1609675,2020-04-18,11,6.3,5.4,40,30,15,1.0,1,0.4,0.9,645,14
Macklenburg-WPomerania,1609675,2020-04-19,6,6.6,6.4,40,31,16,1.1,1,0.6,0.9,651,15
Macklenburg-WPomerania,1609675,2020-04-20,2,5.0,5.8,41,32,17,0.8,0,0.6,0.9,653,15
Macklenburg-WPomerania,1609675,2020-04-21,2,5.1,4.2,41,33,18,0.8,0,0.6,0.9,655,15
Macklenburg-WPomerania,1609675,2020-04-22,1,4.6,4.4,41,34,19,0.7,0,0.6,0.9,656,15
Macklenburg-WPomerania,1609675,2020-04-23,3,3.6,2.8,41,35,20,0.6,0,0.3,0.9,659,15
Macklenburg-WPomerania,1609675,2020-04-24,2,3.9,2,41,36,21,0.6,1,0.4,1.0,661,16
Macklenburg-WPomerania,1609675,2020-04-25,6,3.1,2.8,41,37,22,0.5,0,0.3,1.0,667,16
Macklenburg-WPomerania,1609675,2020-04-26,6,3.1,3.6,42,38,23,0.5,0,0.1,1.0,673,16
Macklenburg-WPomerania,1609675,2020-04-27,1,3.0,3.6,42,39,24,0.5,0,0.1,1.0,674,16
Macklenburg-WPomerania,1609675,2020-04-28,1,2.9,3.2,42,40,25,0.4,1,0.3,1.1,675,17
Macklenburg-WPomerania,1609675,2020-04-29,12,4.4,5.2,43,41,26,0.7,0,0.3,1.1,687,17
Macklenburg-WPomerania,1609675,2020-04-30,3,4.4,4.6,43,42,27,0.7,0,0.3,1.1,690,17
Macklenburg-WPomerania,1609675,2020-05-01,3,4.6,4,43,43,28,0.7,1,0.3,1.1,693,18
Macklenburg-WPomerania,1609675,2020-05-02,2,4.0,4.2,43,44,29,0.6,0,0.3,1.1,695,18
Macklenburg-WPomerania,1609675,2020-05-03,3,3.6,4.6,43,45,30,0.5,0,0.3,1.1,698,18
Macklenburg-WPomerania,1609675,2020-05-04,1,3.6,2.4,43,46,31,0.5,0,0.3,1.1,699,18
Macklenburg-WPomerania,1609675,2020-05-05,4,4.0,2.6,44,47,32,0.6,1,0.3,1.2,703,19
Macklenburg-WPomerania,1609675,2020-05-06,8,3.4,3.6,44,48,33,0.5,0,0.3,1.2,711,19
Macklenburg-WPomerania,1609675,2020-05-07,4,3.6,4,44,49,34,0.5,0,0.3,1.2,715,19
Macklenburg-WPomerania,1609675,2020-05-08,3,3.6,4,45,50,35,0.5,0,0.1,1.2,718,19
Macklenburg-WPomerania,1609675,2020-05-09,4,4,5,45,51,36,0.5,0,0.1,1.2,722,19
Macklenburg-WPomerania,1609675,2020-05-10,4,4,5,45,52,37,0.6,0,0.1,1.2,726,19
Macklenburg-WPomerania,1609675,2020-05-11,2,4,3,45,53,38,0.6,0,0.1,1.2,728,19
Macklenburg-WPomerania,1609675,2020-05-12,1,4,3,45,54,39,0.5,1,0.1,1.2,729,20
Macklenburg-WPomerania,1609675,2020-05-13,7,4,4,46,55,40,0.5,0,0.1,1.2,736,20
Macklenburg-WPomerania,1609675,2020-05-14,3,3,3,46,56,41,0.5,0,0.1,1.2,739,20
Macklenburg-WPomerania,1609675,2020-05-15,1,3,3,46,57,42,0.4,0,0.1,1.2,740,20
Macklenburg-WPomerania,1609675,2020-05-16,6,3,4,46,58,43,0.5,0,0.1,1.2,746,20
Macklenburg-WPomerania,1609675,2020-05-17,2,3,4,47,59,44,0.4,0,0.1,1.2,748,20
Macklenburg-WPomerania,1609675,2020-05-18,4,3,3,47,60,45,0.5,0,0.1,1.2,752,20
Macklenburg-WPomerania,1609675,2020-05-19,0,3,3,47,61,46,0.4,0,0.0,1.2,752,20
Macklenburg-WPomerania,1609675,2020-05-20,3,3,3,47,62,47,0.4,0,0.0,1.2,755,20
Macklenburg-WPomerania,1609675,2020-05-21,7,3,3,47,63,48,0.4,0,0.0,1.2,762,20
Macklenburg-WPomerania,1609675,2020-05-22,1,3,3,47,64,49,0.4,0,0.0,1.2,763,20
Macklenburg-WPomerania,1609675,2020-05-23,0,2,2,47,65,50,0.3,0,0.0,1.2,763,20
Macklenburg-WPomerania,1609675,2020-05-24,-3,2,2,47,66,51,0.2,0,0.0,1.2,760,20
Macklenburg-WPomerania,1609675,2020-05-25,0,1,1,47,67,52,0.2,0,0.0,1.2,760,20
Macklenburg-WPomerania,1609675,2020-05-26,0,1,0,47,68,53,0.2,0,0.0,1.2,760,20
Macklenburg-WPomerania,1609675,2020-05-27,0,1,-1,47,69,54,0.1,0,0.0,1.2,760,20
Macklenburg-WPomerania,1609675,2020-05-28,0,0,-1,47,70,55,0.0,0,0.0,1.2,760,20
Macklenburg-WPomerania,1609675,2020-05-29,-1,-1,0,47,71,56,-0.1,0,0.0,1.2,759,20
Macklenburg-WPomerania,1609675,2020-05-30,1,0,0,47,72,57,-0.1,0,0.0,1.2,760,20
Macklenburg-WPomerania,1609675,2020-05-31,1,0,0,47,73,58,0.0,0,0.0,1.2,761,20
Macklenburg-WPomerania,1609675,2020-06-01,0,0,0,47,74,59,0.0,0,0.0,1.2,761,20
Macklenburg-WPomerania,1609675,2020-06-02,0,0,0,47,75,60,0.0,0,0.0,1.2,761,20
Macklenburg-WPomerania,1609675,2020-06-03,0,0,0,47,76,61,0.0,0,0.0,1.2,761,20
Macklenburg-WPomerania,1609675,2020-06-04,2,0,1,47,77,62,0.1,0,0.0,1.2,763,20
Macklenburg-WPomerania,1609675,2020-06-05,1,1,1,47,78,63,0.1,0,0.0,1.2,764,20
Macklenburg-WPomerania,1609675,2020-06-06,2,1,1,48,79,64,0.1,0,0.0,1.2,766,20
Macklenburg-WPomerania,1609675,2020-06-07,7,2,2,48,80,65,0.2,0,0.0,1.2,773,20
Macklenburg-WPomerania,1609675,2020-06-08,1,2,3,48,81,66,0.2,0,0.0,1.2,774,20
Macklenburg-WPomerania,1609675,2020-06-09,6,3,3,48,82,67,0.4,0,0.0,1.2,780,20
Macklenburg-WPomerania,1609675,2020-06-10,-3,2,3,48,83,68,0.3,0,0.0,1.2,777,20
Macklenburg-WPomerania,1609675,2020-06-11,1,2,2,48,84,69,0.3,0,0.0,1.2,778,20
Macklenburg-WPomerania,1609675,2020-06-12,2,2,1,48,85,70,0.3,0,0.0,1.2,780,20
Macklenburg-WPomerania,1609675,2020-06-13,1,2,1,49,86,71,0.3,0,0.0,1.2,781,20
Macklenburg-WPomerania,1609675,2020-06-14,1,1,0,49,87,72,0.2,0,0.0,1.2,782,20
Macklenburg-WPomerania,1609675,2020-06-15,0,1,1,49,88,73,0.1,0,0.0,1.2,782,20
Macklenburg-WPomerania,1609675,2020-06-16,2,1,1,49,89,74,0.1,0,0.0,1.2,784,20
Macklenburg-WPomerania,1609675,2020-06-17,2,1,1,49,90,75,0.2,0,0.0,1.2,786,20
Macklenburg-WPomerania,1609675,2020-06-18,1,1,1,49,91,76,0.2,0,0.0,1.2,787,20
Macklenburg-WPomerania,1609675,2020-06-19,4,2,2,49,92,77,0.2,0,0.0,1.2,791,20
Macklenburg-WPomerania,1609675,2020-06-20,0,1,2,49,93,78,0.2,0,0.0,1.2,791,20
Macklenburg-WPomerania,1609675,2020-06-21,1,1,2,49,94,79,0.2,0,0.0,1.2,792,20
Saxony-Anhalt,2208321,2020-03-15,0,0,0,2,0,0,0.0,0,0.3,0.0,40,0
Saxony-Anhalt,2208321,2020-03-16,0,0,0,2,0,0,0.0,0,0,0.0,40,0
Saxony-Anhalt,2208321,2020-03-17,18,0,0,3,0,0,0.0,0,0,0.0,58,0
Saxony-Anhalt,2208321,2020-03-18,47,0,0,5,1,0,0.0,0,0,0.0,105,0
Saxony-Anhalt,2208321,2020-03-19,35,0,20,6,2,0,0.0,0,0,0.0,140,0
Saxony-Anhalt,2208321,2020-03-20,40,0,28,8,3,0,0.0,0,0,0.0,180,0
Saxony-Anhalt,2208321,2020-03-21,8,21.1,29.6,9,4,0,0.0,0,0,0.0,188,0
Saxony-Anhalt,2208321,2020-03-22,23,24.4,30.6,10,5,0,22.8,0,0.0,0.0,211,0
Saxony-Anhalt,2208321,2020-03-23,1,24.6,21.4,10,6,0,18.7,0,0.0,0.0,212,0
Saxony-Anhalt,2208321,2020-03-24,109,37.6,36.2,15,7,0,24.0,0,0.0,0.0,321,0
Saxony-Anhalt,2208321,2020-03-25,54,38.6,39,17,8,0,19.9,1,0.1,0.0,375,1
Saxony-Anhalt,2208321,2020-03-26,43,39.7,46,19,9,0,17.1,0,0.1,0.0,418,1
Saxony-Anhalt,2208321,2020-03-27,40,39.7,49.4,21,10,0,14.6,1,0.3,0.1,458,2
Saxony-Anhalt,2208321,2020-03-28,0,38.6,49.2,21,11,0,12.4,0,0.3,0.1,458,2
Saxony-Anhalt,2208321,2020-03-29,134,54.4,54.2,27,12,0,15.5,0,0.3,0.1,592,2
Saxony-Anhalt,2208321,2020-03-30,0,54.3,43.4,27,13,0,13.4,0,0.3,0.1,592,2
Saxony-Anhalt,2208321,2020-03-31,88,51.3,52.4,31,14,0,11.2,4,0.9,0.3,680,6
Saxony-Anhalt,2208321,2020-04-01,70,53.6,58.4,34,15,0,10.5,1,0.9,0.3,750,7
Saxony-Anhalt,2208321,2020-04-02,54,55.1,69.2,36,16,0,9.8,1,1.0,0.4,804,8
Saxony-Anhalt,2208321,2020-04-03,32,54.0,48.8,38,17,1,8.7,3,1.3,0.5,836,11
Saxony-Anhalt,2208321,2020-04-04,60,62.6,60.8,41,18,2,9.3,0,1.3,0.5,896,11
Saxony-Anhalt,2208321,2020-04-05,23,46.7,47.8,42,19,3,6.3,1,1.4,0.5,919,12
Saxony-Anhalt,2208321,2020-04-06,37,52.0,41.2,43,20,4,6.6,0,1.4,0.5,956,12
Saxony-Anhalt,2208321,2020-04-07,31,43.9,36.6,45,21,5,5.3,0,0.9,0.5,987,12
Saxony-Anhalt,2208321,2020-04-08,33,38.6,36.8,46,22,6,4.4,4,1.3,0.7,1020,16
Saxony-Anhalt,2208321,2020-04-09,55,38.7,35.8,49,23,7,4.2,0,1.1,0.7,1075,16
Saxony-Anhalt,2208321,2020-04-10,46,40.7,40.4,51,24,8,4.3,2,1.0,0.8,1121,18
Saxony-Anhalt,2208321,2020-04-11,14,34.1,35.8,51,25,9,3.4,0,1.0,0.8,1135,18
Saxony-Anhalt,2208321,2020-04-12,31,35.3,35.8,53,26,10,3.4,3,1.3,1.0,1166,21
Saxony-Anhalt,2208321,2020-04-13,27,33.9,34.6,54,27,11,3.2,3,1.7,1.1,1193,24
Saxony-Anhalt,2208321,2020-04-14,14,31.4,26.4,55,28,12,2.9,1,1.9,1.1,1207,25
Saxony-Anhalt,2208321,2020-04-15,16,29.0,20.4,55,29,13,2.6,1,1.4,1.2,1223,26
Saxony-Anhalt,2208321,2020-04-16,25,24.7,22.6,57,30,14,2.1,0,1.4,1.2,1248,26
Saxony-Anhalt,2208321,2020-04-17,31,22.6,22.6,58,31,15,1.9,2,1.4,1.3,1279,28
Saxony-Anhalt,2208321,2020-04-18,36,25.7,24.4,60,32,16,2.1,1,1.6,1.3,1315,29
Saxony-Anhalt,2208321,2020-04-19,35,26.3,28.6,61,33,17,2.1,1,1.3,1.4,1350,30
Saxony-Anhalt,2208321,2020-04-20,19,25.1,29.2,62,34,18,2.0,0,0.9,1.4,1369,30
Saxony-Anhalt,2208321,2020-04-21,14,25.1,27,63,35,19,2.0,2,1.0,1.4,1383,32
Saxony-Anhalt,2208321,2020-04-22,12,24.6,23.2,63,36,20,1.9,1,1.0,1.5,1395,33
Saxony-Anhalt,2208321,2020-04-23,30,25.3,22,65,37,21,1.9,1,1.1,1.5,1425,34
Saxony-Anhalt,2208321,2020-04-24,11,22.4,17.2,65,38,22,1.6,1,1.0,1.6,1436,35
Saxony-Anhalt,2208321,2020-04-25,44,23.6,22.2,67,39,23,1.7,0,0.9,1.6,1480,35
Saxony-Anhalt,2208321,2020-04-26,14,20.6,22.2,68,40,24,1.5,1,0.9,1.6,1494,36
Saxony-Anhalt,2208321,2020-04-27,21,20.9,24,69,41,25,1.5,0,0.9,1.6,1515,36
Saxony-Anhalt,2208321,2020-04-28,5,19.6,19,69,42,26,1.4,3,1.0,1.8,1520,39
Saxony-Anhalt,2208321,2020-04-29,5,18.6,17.8,69,43,27,1.3,0,0.9,1.8,1525,39
Saxony-Anhalt,2208321,2020-04-30,24,17.7,13.8,70,44,28,1.2,4,1.3,1.9,1549,43
Saxony-Anhalt,2208321,2020-05-01,15,18.3,14,71,45,29,1.2,1,1.3,2.0,1564,44
Saxony-Anhalt,2208321,2020-05-02,7,13.0,11.2,71,46,30,0.9,0,1.3,2.0,1571,44
Saxony-Anhalt,2208321,2020-05-03,5,11.7,11.2,71,47,31,0.8,0,1.1,2.0,1576,44
Saxony-Anhalt,2208321,2020-05-04,2,9.0,10.6,71,48,32,0.6,1,1.3,2.0,1578,45
Saxony-Anhalt,2208321,2020-05-05,7,9.3,7.2,72,49,33,0.6,1,1.0,2.1,1585,46
Saxony-Anhalt,2208321,2020-05-06,5,9.3,5.2,72,50,34,0.6,0,1.0,2.1,1590,46
Saxony-Anhalt,2208321,2020-05-07,12,7.6,6.2,73,51,35,0.5,2,0.7,2.2,1602,48
Saxony-Anhalt,2208321,2020-05-08,13,7.3,7.8,73,52,36,0.5,0,0.6,2.2,1615,48
Saxony-Anhalt,2208321,2020-05-09,22,9,12,74,53,37,0.6,0,0.6,2.2,1637,48
Saxony-Anhalt,2208321,2020-05-10,3,9,11,74,54,38,0.6,0,0.6,2.2,1640,48
Saxony-Anhalt,2208321,2020-05-11,3,9,11,74,55,39,0.6,0,0.4,2.2,1643,48
Saxony-Anhalt,2208321,2020-05-12,5,9,9,75,56,40,0.6,2,0.6,2.3,1648,50
Saxony-Anhalt,2208321,2020-05-13,2,9,7,75,57,41,0.5,2,0.9,2.4,1650,52
Saxony-Anhalt,2208321,2020-05-14,6,8,4,75,58,42,0.5,0,0.6,2.4,1656,52
Saxony-Anhalt,2208321,2020-05-15,12,8,6,76,59,43,0.5,2,0.9,2.4,1668,54
Saxony-Anhalt,2208321,2020-05-16,8,6,7,76,60,44,0.3,0,0.9,2.4,1676,54
Saxony-Anhalt,2208321,2020-05-17,0,5,6,76,61,45,0.3,0,0.9,2.4,1676,54
Saxony-Anhalt,2208321,2020-05-18,2,5,6,76,62,46,0.3,0,0.9,2.4,1678,54
Saxony-Anhalt,2208321,2020-05-19,1,4,5,76,63,47,0.3,0,0.6,2.4,1679,54
Saxony-Anhalt,2208321,2020-05-20,1,4,2,76,64,48,0.3,0,0.3,2.4,1680,54
Saxony-Anhalt,2208321,2020-05-21,9,5,3,76,65,49,0.3,0,0.3,2.4,1689,54
Saxony-Anhalt,2208321,2020-05-22,3,3,3,77,66,50,0.2,0,0.0,2.4,1692,54
Saxony-Anhalt,2208321,2020-05-23,0,2,3,77,67,51,0.1,0,0.0,2.4,1692,54
Saxony-Anhalt,2208321,2020-05-24,2,3,3,77,68,52,0.2,0,0.0,2.4,1694,54
Saxony-Anhalt,2208321,2020-05-25,0,2,3,77,69,53,0.1,0,0.0,2.4,1694,54
Saxony-Anhalt,2208321,2020-05-26,4,3,2,77,70,54,0.2,0,0.0,2.4,1698,54
Saxony-Anhalt,2208321,2020-05-27,0,3,1,77,71,55,0.2,1,0.1,2.5,1698,55
Saxony-Anhalt,2208321,2020-05-28,3,2,2,77,72,56,0.1,0,0.1,2.5,1701,55
Saxony-Anhalt,2208321,2020-05-29,-1,1,1,77,73,57,0.1,0,0.1,2.5,1700,55
Saxony-Anhalt,2208321,2020-05-30,1,1,1,77,74,58,0.1,0,0.1,2.5,1701,55
Saxony-Anhalt,2208321,2020-05-31,4,2,1,77,75,59,0.1,0,0.1,2.5,1705,55
Saxony-Anhalt,2208321,2020-06-01,1,2,2,77,76,60,0.1,0,0.1,2.5,1706,55
Saxony-Anhalt,2208321,2020-06-02,1,1,1,77,77,61,0.1,0,0.1,2.5,1707,55
Saxony-Anhalt,2208321,2020-06-03,0,1,1,77,78,62,0.1,0,0.0,2.5,1707,55
Saxony-Anhalt,2208321,2020-06-04,4,1,2,77,79,63,0.1,0,0.0,2.5,1711,55
Saxony-Anhalt,2208321,2020-06-05,1,2,1,78,80,64,0.1,0,0.0,2.5,1712,55
Saxony-Anhalt,2208321,2020-06-06,5,2,2,78,81,65,0.1,0,0.0,2.5,1717,55
Saxony-Anhalt,2208321,2020-06-07,3,2,3,78,82,66,0.1,1,0.1,2.5,1720,56
Saxony-Anhalt,2208321,2020-06-08,0,2,3,78,83,67,0.1,0,0.1,2.5,1720,56
Saxony-Anhalt,2208321,2020-06-09,0,2,2,78,84,68,0.1,0,0.1,2.5,1720,56
Saxony-Anhalt,2208321,2020-06-10,1,2,2,78,85,69,0.1,0,0.1,2.5,1721,56
Saxony-Anhalt,2208321,2020-06-11,7,2,2,78,86,70,0.1,0,0.1,2.5,1728,56
Saxony-Anhalt,2208321,2020-06-12,4,3,2,78,87,71,0.2,0,0.1,2.5,1732,56
Saxony-Anhalt,2208321,2020-06-13,2,2,3,79,88,72,0.1,0,0.1,2.5,1734,56
Saxony-Anhalt,2208321,2020-06-14,22,5,7,80,89,73,0.3,1,0.1,2.6,1756,57
Saxony-Anhalt,2208321,2020-06-15,12,7,9,80,90,74,0.4,0,0.1,2.6,1768,57
Saxony-Anhalt,2208321,2020-06-16,3,7,9,80,91,75,0.4,0,0.1,2.6,1771,57
Saxony-Anhalt,2208321,2020-06-17,4,8,9,80,92,76,0.4,0,0.1,2.6,1775,57
Saxony-Anhalt,2208321,2020-06-18,27,11,14,82,93,77,0.6,0,0.1,2.6,1802,57
Saxony-Anhalt,2208321,2020-06-19,16,12,12,82,94,78,0.7,0,0.1,2.6,1818,57
Saxony-Anhalt,2208321,2020-06-20,21,15,14,83,95,79,0.8,0,0.1,2.6,1839,57
Saxony-Anhalt,2208321,2020-06-21,3,12,14,83,96,80,0.7,0,0.0,2.6,1842,57
Schleswig-Holstein,2896712,2020-03-15,0,0,0,3,1,0,0,0,0,0.0,103,0
Schleswig-Holstein,2896712,2020-03-16,20,0,0,4,2,0,0,0,0,0.0,123,0
